accession,Entry Name,organism,ec_number,length,protein_name,taxonomic_group,length_bin,ec_main_class
Q8QHK2,VSP2_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.21.-,258,Snake venom serine protease catroxase-2 (SVSP) (EC 3.4.21.-) (Catroxase II) (Kallikrein-like EI),Reptiles,"(250, 260]",3
Q8UVX1,VSPG_GLOUS,Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis),3.4.21.-,260,Snake venom serine protease gussurobin (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9YGJ2,VSP1_GLOHA,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),3.4.21.-,260,Snake venom serine protease pallabin (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9YGI6,VSP2_GLOHA,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),3.4.21.-,260,Snake venom serine protease pallabin-2 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
U5YCR8,VSP_BOTPC,Bothrops pictus (Desert lancehead),3.4.21.-,250,Snake venom serine protease pictobin (SVSP) (EC 3.4.21.-),Reptiles,"(240, 250]",3
P86497,VSPR1_BITRH,Bitis rhinoceros (West African gaboon viper) (Vipera rhinoceros),3.4.21.-,89,Snake venom serine protease rhinocerase (SVSP rhinocerase) (EC 3.4.21.-) (Rhinocerase 1),Reptiles,"(80, 90]",3
Q9PTL3,VSPSA_GLOBR,Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus),3.4.21.-,257,Snake venom serine protease salmonase (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9DG83,VSP6_PROMU,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),3.4.21.-,260,Snake venom serine protease serpentokallikrein-1 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9DG84,VSP7_PROMU,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),3.4.21.-,257,Snake venom serine protease serpentokallikrein-2 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q8UUJ1,VSPUA_GLOUS,Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis),3.4.21.-,233,Snake venom serine protease ussurase (SVSP) (EC 3.4.21.-),Reptiles,"(230, 240]",3
Q8UUJ2,VSPUI_GLOUS,Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis),3.4.21.-,236,Snake venom serine protease ussurin (SVSP) (EC 3.4.21.-),Reptiles,"(230, 240]",3
Q8UUK2,VSPS1_CROAD,Crotalus adamanteus (Eastern diamondback rattlesnake),3.4.21.-,259,Snake venom serine proteinase Sp1 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q93Y52,IPYR1_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),3.6.1.1,280,"Soluble inorganic pyrophosphatase 1, chloroplastic (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 1) (PPase 1)",Algae,"(270, 280]",3
Q949J1,IPYR2_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),3.6.1.1,192,Soluble inorganic pyrophosphatase 2 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 2) (PPase 2),Algae,"(190, 200]",3
P42577,FRIS_LYMST,Lymnaea stagnalis (Great pond snail) (Helix stagnalis),1.16.3.1,174,Soma ferritin (EC 1.16.3.1),Molluscs,"(170, 180]",1
Q29318,DHSO_PIG,Sus scrofa (Pig),1.1.1.-; 1.1.1.14; 1.1.1.9,97,Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9),Mammals,"(90, 100]",1
P0DMQ6,DHSO_CHICK,Gallus gallus (Chicken),1.1.1.-,355,Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) (Polyol dehydrogenase),Birds,"(350, 360]",1
P21901,KAPL_APLCA,Aplysia californica (California sea hare),2.7.11.1,351,Spermatozoon-associated protein kinase (SAK) (EC 2.7.11.1) (C-APL-B),Molluscs,"(350, 360]",2
Q9ZS45,SPDE_SOLLC,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),2.5.1.16,342,Spermidine synthase (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase),Plants,"(340, 350]",2
Q9ZUB3,SPDS1_ARATH,Arabidopsis thaliana (Mouse-ear cress),2.5.1.16,334,Spermidine synthase 1 (SPDSY 1) (EC 2.5.1.16) (Putrescine aminopropyltransferase 1),Plants,"(330, 340]",2
Q9ZTR1,SPDS1_PEA,Pisum sativum (Garden pea) (Lathyrus oleraceus),2.5.1.16,334,Spermidine synthase 1 (SPDSY 1) (EC 2.5.1.16) (Putrescine aminopropyltransferase 1),Plants,"(330, 340]",2
Q9ZTR0,SPDS2_PEA,Pisum sativum (Garden pea) (Lathyrus oleraceus),2.5.1.16,342,Spermidine synthase 2 (SPDSY 2) (EC 2.5.1.16) (Putrescine aminopropyltransferase 2),Plants,"(340, 350]",2
Q9ZPH4,DES1L_ARATH,Arabidopsis thaliana (Mouse-ear cress),1.14.19.17,332,Sphingolipid delta(4)-desaturase DES1-like (EC 1.14.19.17),Plants,"(330, 340]",1
H2E7T5,SQMT1_BOTBR,Botryococcus braunii (Green alga),2.1.1.262,378,Squalene methyltransferase 1 (EC 2.1.1.262) (Triterpene methyltransferase 1),Algae,"(370, 380]",2
H2E7T6,SQMT2_BOTBR,Botryococcus braunii (Green alga),2.1.1.262,378,Squalene methyltransferase 2 (EC 2.1.1.262) (Triterpene methyltransferase 2),Algae,"(370, 380]",2
Q9SDW9,BSS_BOTBR,Botryococcus braunii (Green alga),2.5.1.21,461,Squalene synthase BSS (EC 2.5.1.21),Algae,"(460, 470]",2
A0A144YEA5,LSS_BOTBR,Botryococcus braunii (Green alga),2.5.1.21,462,Squalene synthase LSS (EC 2.5.1.21),Algae,"(460, 470]",2
P12394,CP17A_CHICK,Gallus gallus (Chicken),1.14.14.19; 1.14.14.32,508,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17)",Birds,"(500, 510]",1
A0A0E0SMA3,ERG6B_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),2.1.1.-,380,Sterol 24-C-methyltransferase ERG6B (SCMT) (SMT) (EC 2.1.1.-) (Delta(24)-sterol C-methyltransferase ERG6B) (Ergosterol biosynthesis protein 6B),Protists,"(370, 380]",2
H2E7T8,SMTL1_BOTBR,Botryococcus braunii (Green alga),2.1.1.-,389,Sterol methyltransferase-like 1 (EC 2.1.1.-),Algae,"(380, 390]",2
H2E7T9,SMTL2_BOTBR,Botryococcus braunii (Green alga),2.1.1.-,389,Sterol methyltransferase-like 2 (EC 2.1.1.-),Algae,"(380, 390]",2
H2E7U0,SMTL3_BOTBR,Botryococcus braunii (Green alga),2.1.1.-,392,Sterol methyltransferase-like 3 (EC 2.1.1.-),Algae,"(390, 400]",2
P0DUE1,STING_MAGGI,Magallana gigas (Pacific oyster) (Crassostrea gigas),3.2.2.6,415,Stimulator of interferon genes protein (TIR-STING) (Probable NAD(+) hydrolase) (EC 3.2.2.6),Molluscs,"(410, 420]",3
B3M0F3,SLX1_DROAN,Drosophila ananassae (Fruit fly),3.1.-.-,299,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(290, 300]",3
B3P230,SLX1_DROER,Drosophila erecta (Fruit fly),3.1.-.-,294,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(290, 300]",3
B4JGW7,SLX1_DROGR,Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi),3.1.-.-,286,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(280, 290]",3
B4KBJ0,SLX1_DROMO,Drosophila mojavensis (Fruit fly),3.1.-.-,303,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(300, 310]",3
B4GEU1,SLX1_DROPE,Drosophila persimilis (Fruit fly),3.1.-.-,291,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(290, 300]",3
B4I3R2,SLX1_DROSE,Drosophila sechellia (Fruit fly),3.1.-.-,298,Structure-specific endonuclease subunit SLX1 homolog (EC 3.1.-.-),Insects,"(290, 300]",3
Q0IH86,SLX1_XENLA,Xenopus laevis (African clawed frog),3.1.-.-,282,Structure-specific endonuclease subunit slx1 (EC 3.1.-.-) (GIY-YIG domain-containing protein 1),Amphibians,"(280, 290]",3
A5PL98,SDHB_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),1.1.5.-; 1.3.5.1,280,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) (Malate dehydrogenase [quinone] iron-sulfur subunit) (EC 1.1.5.-)",Fish,"(270, 280]",1
B0BM36,SDHB_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1.1.5.-; 1.3.5.1,284,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip) (Malate dehydrogenase [quinone] iron-sulfur subunit) (EC 1.1.5.-)",Amphibians,"(280, 290]",1
P56729,SUIS_PIG,Sus scrofa (Pig),3.2.1.10; 3.2.1.48,62,"Sucrase-isomaltase, intestinal [Cleaved into: Sucrase (EC 3.2.1.48); Isomaltase (EC 3.2.1.10)]",Mammals,"(60, 70]",3
Q9TKX3,CYSA_NEPOL,Nephroselmis olivacea (Green alga),7.3.2.3,343,Sulfate/thiosulfate import ATP-binding protein CysA (EC 7.3.2.3) (Sulfate-transporting ATPase),Plants,"(340, 350]",7
Q9ZU40,QSOX2_ARATH,Arabidopsis thaliana (Mouse-ear cress),1.8.3.2,495,Sulfhydryl oxidase 2 (EC 1.8.3.2) (Quiescin-sulfhydryl oxidase 2) (AtQSOX2),Plants,"(490, 500]",1
A0A0D2YG02,FUB7_FUSO4,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato),2.5.1.-,433,Sulfhydrylase FUB7 (EC 2.5.1.-) (Fusaric acid biosynthesis protein 7),Protists,"(430, 440]",2
P86101,SCBM1_MEGVE,Megangulus venulosus (Japanese bivalve) (Tellina venulosa),3.1.1.-,94,Sulfocarbamoylase-1 (EC 3.1.1.-) (Sulfocarbamoylase I),Molluscs,"(90, 100]",3
O73872,SODC_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),1.15.1.1,154,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Fish,"(150, 160]",1
P80566,SODC_CHICK,Gallus gallus (Chicken),1.15.1.1,154,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Birds,"(150, 160]",1
P81036,SODC_LAMCR,Lampanyctus crocodilus (Jewel lanternfish) (Gasteropelecus crocodilus),1.15.1.1,139,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Fish,"(130, 140]",1
Q0IIW3,SODC_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1.15.1.1,151,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Amphibians,"(150, 160]",1
P03946,SODC_XIPGL,Xiphias gladius (Swordfish) (Tetrapterus imperator),1.15.1.1,152,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),Fish,"(150, 160]",1
P13926,SOD1A_XENLA,Xenopus laevis (African clawed frog),1.15.1.1,151,Superoxide dismutase [Cu-Zn] A (XSODA) (EC 1.15.1.1),Amphibians,"(150, 160]",1
O96347,SODM_CHAFE,Charybdis feriata (Crucifix crab) (Cancer feriatus),1.15.1.1,224,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",Crustaceans,"(220, 230]",1
Q42684,SODM_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),1.15.1.1,218,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",Algae,"(210, 220]",1
P28765,SODM_PALVU,Palinurus vulgaris (European spiny lobster),1.15.1.1,144,"Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)",Crustaceans,"(140, 150]",1
C6KYS2,SYMPP_STHOU,Sthenoteuthis oualaniensis (Purpleback flying squid) (Symplectoteuthis oualaniensis),3.5.-.-,501,Symplectin (EC 3.5.-.-),Molluscs,"(500, 510]",3
Q6P816,YKT6_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),2.3.1.-,198,Synaptobrevin homolog YKT6 (EC 2.3.1.-),Amphibians,"(190, 200]",2
Q32N70,YKT6B_XENLA,Xenopus laevis (African clawed frog),2.3.1.-,198,Synaptobrevin homolog YKT6-B (EC 2.3.1.-),Amphibians,"(190, 200]",2
U5HKE8,C71DZ_CATRO,Catharanthus roseus (Madagascar periwinkle) (Vinca rosea),1.14.14.103,512,Tabersonine 16-hydroxylase 2 (EC 1.14.14.103) (Cytochrome P450 71D351),Plants,"(510, 520]",1
F1QCP6,TAZ_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),2.3.1.-,262,Tafazzin (Taz) (EC 2.3.1.-),Fish,"(260, 270]",2
U3LW50,CADS_LAVAN,Lavandula angustifolia (Lavender),4.2.3.173; 4.2.3.92,555,Tau-cadinol synthase (LaCADS) (EC 4.2.3.173) ((+)-gamma-cadinene synthase) (Gamma-cadinene synthase) (EC 4.2.3.92),Plants,"(550, 560]",4
A0A084AFG6,SAT17_STACB,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),1.-.-.-,385,Taurine hydroxylase-like protein SAT17 (EC 1.-.-.-) (Satratoxin biosynthesis SC3 cluster protein 17),Protists,"(380, 390]",1
A0A084R1K7,ATR13_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),4.2.3.-,381,Terpene cyclase ATR13 (EC 4.2.3.-) (Core atranone cluster (CAC) protein 13),Protists,"(380, 390]",4
A0A097ZPD8,ANDB_EMEVA,Emericella variicolor (Aspergillus stellatus),4.2.3.-,236,Terpene cyclase andB (EC 4.2.3.-) (Anditomin synthesis protein B),Protists,"(230, 240]",4
A0A0F7TZE0,AUSL_PENBI,Penicillium brasilianum,4.2.3.-,245,Terpene cyclase ausL (EC 4.2.3.-) (Austinoid biosynthesis clusters protein L),Protists,"(240, 250]",4
A0A0E3D8M3,JANA_PENJA,Penicillium janthinellum (Penicillium vitale),5.4.99.-,349,Terpene cyclase janA (EC 5.4.99.-) (Janthitremanes biosynthesis cluster protein A),Protists,"(340, 350]",5
A0A0E3D8Q2,JANB_PENJA,Penicillium janthinellum (Penicillium vitale),4.2.3.-,243,Terpene cyclase janB (EC 4.2.3.-) (Janthitremanes biosynthesis cluster protein B),Protists,"(240, 250]",4
A0A0E3D8L0,PENA_PENCR,Penicillium crustosum (Blue mold fungus),5.4.99.-,368,Terpene cyclase penA (EC 5.4.99.-) (Penitrem biosynthesis cluster protein A),Protists,"(360, 370]",5
A0A0E3D8M2,PENB_PENCR,Penicillium crustosum (Blue mold fungus),4.2.3.-,243,Terpene cyclase penB (EC 4.2.3.-) (Penitrem biosynthesis cluster protein B),Protists,"(240, 250]",4
A0A7D0AGU9,TPS_MATON,Matsumurasca onukii (Tea green leafhopper) (Empoasca onukii),3.1.7.11,303,Terpene synthase (EoTPS) (EC 3.1.7.11),Insects,"(300, 310]",3
A8J9T5,THI4_CHLRE,Chlamydomonas reinhardtii (Chlamydomonas smithii),2.4.2.60,357,"Thiamine thiazole synthase, chloroplastic (EC 2.4.2.60) (Thiazole biosynthetic enzyme)",Algae,"(350, 360]",2
A0A068ACU9,BREF2_EUPBR,Eupenicillium brefeldianum (Penicillium brefeldianum),3.1.-.-,308,Thiohydrolase (TH) (EC 3.1.-.-) (Brefeldin A biosynthesis cluster protein Bref-TH),Protists,"(300, 310]",3
H9D1R1,TXD12_EPICO,Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus),1.8.4.2,173,Thioredoxin domain-containing protein 12 (EC 1.8.4.2),Fish,"(170, 180]",1
Q6PBD1,SELT_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1.8.1.9,201,Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9),Amphibians,"(200, 210]",1
Q802F2,SELTA_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),1.8.1.9,193,Thioredoxin reductase-like selenoprotein T1a (EC 1.8.1.9),Fish,"(190, 200]",1
Q6PHY8,SELTB_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),1.8.1.9,193,Thioredoxin reductase-like selenoprotein T1b (EC 1.8.1.9),Fish,"(190, 200]",1
Q8NFU3,TSTD1_HUMAN,Homo sapiens (Human),2.8.1.3,115,Thiosulfate:glutathione sulfurtransferase (TST) (EC 2.8.1.3),Mammals,"(110, 120]",2
Q9ZSS6,THD1_ARATH,Arabidopsis thaliana (Mouse-ear cress),4.3.1.19,592,"Threonine dehydratase biosynthetic, chloroplastic (EC 4.3.1.19) (Threonine deaminase) (TD)",Plants,"(590, 600]",4
Q2PQJ3,VSP1_BOTJR,Bothrops jararacussu (Jararacussu),3.4.21.-,232,Thrombin-like enzyme BjussuSP-1 (SVTLE BjussuSP-1) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Jararacussin-I) (Snake venom serine protease 1) (SVSP) (Thrombin-like enzyme BjussuSP-I) (SVTLE BjussuSP-I),Reptiles,"(230, 240]",3
Q9YGS1,VSPA_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.21.-,234,Thrombin-like enzyme acutin (SVTLE acutin) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Thrombin-like defibrase 1) (DFA1),Reptiles,"(230, 240]",3
Q9I8X2,VSP1_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.21.-,260,Thrombin-like enzyme acutobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(250, 260]",3
P26324,VSPF1_CALRH,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),3.4.21.74,234,Thrombin-like enzyme ancrod (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin A),Reptiles,"(230, 240]",3
P47797,VSPF2_CALRH,Calloselasma rhodostoma (Malayan pit viper) (Agkistrodon rhodostoma),3.4.21.74,258,Thrombin-like enzyme ancrod-2 (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin A),Reptiles,"(250, 260]",3
Q072L6,VSPL_BOTAS,Bothrops asper (Terciopelo),3.4.21.-,259,Thrombin-like enzyme asperase (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(250, 260]",3
Q9PSN3,VSP2_AGKBI,Agkistrodon bilineatus (Cantil) (Tropical moccasin),3.4.21.-,235,Thrombin-like enzyme bilineobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
P81661,VSPA_BOTJA,Bothrops jararaca (Jararaca) (Bothrops jajaraca),3.4.21.74,232,Thrombin-like enzyme bothrombin (SVTLE) (EC 3.4.21.74) (Factor VIII activator) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin A),Reptiles,"(230, 240]",3
Q91053,VSP1_GLOUS,Gloydius ussuriensis (Ussuri mamushi) (Gloydius blomhoffii ussuriensis),3.4.21.-,262,Thrombin-like enzyme calobin-1 (SVTLE) (EC 3.4.21.-) (Calobin I) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(260, 270]",3
Q7LZF5,VSPC1_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.21.-,75,Thrombin-like enzyme catroxobin-1 (SVTLE) (EC 3.4.21.-) (Catroxobin I) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(70, 80]",3
Q7SYF1,VSPP_CERCE,Cerastes cerastes (Horned desert viper),3.4.21.-,256,Thrombin-like enzyme cerastocytin (SVTLE) (EC 3.4.21.-) (C.cerastes platelet proaggregant protein) (CC-PPP) (Factor VIII activator) (Fibrinogen-clotting enzyme) (Proaggregant serine proteinase) (Snake venom serine protease) (SVSP),Reptiles,"(250, 260]",3
P81038,VSPA_CERCE,Cerastes cerastes (Horned desert viper),3.4.21.-,98,Thrombin-like enzyme cerastotin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(90, 100]",3
P82981,VSP2_AGKCO,Agkistrodon contortrix contortrix (Southern copperhead),3.4.21.-,234,Thrombin-like enzyme contortrixobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin B),Reptiles,"(230, 240]",3
P84788,VSP1_PROEL,Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans),3.4.21.-,233,Thrombin-like enzyme elegaxobin-1 (SVTLE) (EC 3.4.21.-) (Elegaxobin I) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
P84787,VSP2_PROEL,Protobothrops elegans (Elegant pitviper) (Trimeresurus elegans),3.4.21.-,233,Thrombin-like enzyme elegaxobin-2 (SVTLE) (EC 3.4.21.-) (Elegaxobin II) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
Q58G94,VSP21_CRODU,Crotalus durissus terrificus (South American rattlesnake),3.4.21.-,238,Thrombin-like enzyme gyroxin B2.1 (SVTLE gyroxin B2.1) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
P33589,VSPF_LACMU,Lachesis muta muta (Bushmaster),3.4.21.74,228,Thrombin-like enzyme gyroxin analog (LM-TL) (SVTLE) (EC 3.4.21.74) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Venombin A),Reptiles,"(220, 230]",3
P81176,VSP1_GLOBL,Gloydius blomhoffii (Mamushi) (Agkistrodon halys blomhoffi),3.4.21.-,238,Thrombin-like enzyme halystase (SVTLE) (EC 3.4.21.-) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
P85109,VSP1_GLOBR,Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus),3.4.21.-,236,Thrombin-like enzyme kangshuanmei (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(230, 240]",3
Q7SZE1,VSPSX_GLOIT,Gloydius intermedius (Central Asian pit viper) (Agkistrodon intermedius),3.4.21.-,258,Thrombin-like enzyme saxthrombin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP) (Thrombin-like enzyme defibrase),Reptiles,"(250, 260]",3
Q8AY81,VSPST_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,260,Thrombin-like enzyme stejnobin (SVTLE) (EC 3.4.21.-) (Fibrinogen-clotting enzyme) (Snake venom serine protease) (SVSP),Reptiles,"(250, 260]",3
P49898,IOD3_AQUCT,Aquarana catesbeiana (American bullfrog) (Rana catesbeiana),1.21.99.3,269,Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase),Amphibians,"(260, 270]",1
O42412,IOD3_CHICK,Gallus gallus (Chicken),1.21.99.3,258,Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase),Birds,"(250, 260]",1
A7YD35,IOD3_SPAAU,Sparus aurata (Gilthead sea bream),1.21.99.3,267,Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase),Fish,"(260, 270]",1
P49899,IOD3_XENLA,Xenopus laevis (African clawed frog),1.21.99.3,271,Thyroxine 5-deiodinase (EC 1.21.99.3) (5DIII) (DIOIII) (Type 3 DI) (Type III iodothyronine deiodinase) (XL-15),Amphibians,"(270, 280]",1
Q9ZSK1,GTOMC_ARATH,Arabidopsis thaliana (Mouse-ear cress),2.1.1.95,348,"Tocopherol O-methyltransferase, chloroplastic (EC 2.1.1.95) (Gamma-tocopherol methyltransferase) (Vitamin E pathway gene 4 protein) (AtVTE4)",Plants,"(340, 350]",2
Q6DF30,DHDH_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),1.1.1.179; 1.3.1.20,330,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase)",Amphibians,"(320, 330]",1
Q66II5,T3HPD_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),4.2.1.77,348,Trans-L-3-hydroxyproline dehydratase (EC 4.2.1.77) (Trans-3-hydroxy-L-proline dehydratase),Amphibians,"(340, 350]",4
A0A0E0RXA7,FSL5_GIBZE,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),1.-.-.-,359,Trans-enoyl reductase FSL5 (EC 1.-.-.-) (Fusarielin biosynthesis cluster protein 5),Protists,"(350, 360]",1
A0A0C6DWS6,BET3_NEOBT,Neocamarosporium betae (Beet black rot fungus) (Pleospora betae),1.-.-.-,364,Trans-enoyl reductase bet3 (EC 1.-.-.-) (Betaenone biosynthesis cluster protein 3),Protists,"(360, 370]",1
A0A0E4FKF7,FSA3_FUSSF,Fusarium sp. (strain FN080326),1.-.-.-,353,Trans-enoyl reductase fsa3 (EC 1.-.-.-) (Fusarisetin A biosynthesis protein 3),Protists,"(350, 360]",1
A0A0E3U2K2,FUMOC_CORFA,Cordyceps fumosorosea (strain ARSEF 2679) (Isaria fumosorosea),1.-.-.-,394,Trans-enoyl reductase fumoC (EC 1.-.-.-) (Fumosorinone biosynthesis cluster protein C),Protists,"(390, 400]",1
A0A089FS99,PRLC_FUNXX,Fungal sp. (strain NRRL 50135),1.-.-.-,360,Trans-enoyl reductase prlC (EC 1.-.-.-) (Pyrrolocin biosynthesis protein C),Protists,"(350, 360]",1
A0A0F7GFI5,TASC_HAPIR,Hapsidospora irregularis,1.-.-.-,385,Trans-enoyl reductase tasC (ER tasC) (EC 1.-.-.-) (Tetramic acid Sch210971/2 biosynthesis cluster protein C),Protists,"(380, 390]",1
A0A0F9XJT1,THNE_TRIHA,Trichoderma harzianum (Hypocrea lixii),1.-.-.-,368,Trans-enoyl reductase thnE (EC 1.-.-.-) (Trihazone biosynthesis cluster protein E),Protists,"(360, 370]",1
